id,days_since_release,days_until_pop,days_from_pop_to_top,days_from_top_until_leave
7I7gT6nqhWNqPJwe8BKzw1,534,16,2,11
6FWMkcaZyKS8I60zR6ro7h,536,18,86,259
0qFHLde09T8wwoxQOhGtJQ,518,1,35,113
74iZuPGwyL33VlTr6jTnab,525,10,7,0
2Y73798F4zbbbvKT02fbtE,518,4,25,172
2dEkETSUpO8oZoCOcKT1yN,519,6,196,253
1ArLnG0bHaHPXqf08sEKM0,521,8,0,1
4lvGHfDuzfv9uDTHMrRMiH,512,0,2,311
36UiRg8wGUOFC3E0gdyvFA,512,0,106,207
29dRTbLTxRaSl63DIzbjvl,514,3,47,6
3mNmUjoDHYDYj08IaRPtg0,512,1,188,251
4AhSkRYioEIfGvCV19peYN,512,1,4,2
13hvHEstJ4sNbzdroPrPI3,NA,NA,4,57
3xRicZvi4SnqWUpgfmB3Uy,512,1,46,133
0nWhvEGfDmIuz6ujMPaMBn,511,0,4,16
2xJCMIJfcNYDc5iR0sAm2O,NA,NA,0,144
2OpBganfGk2GVdSlRdxzaX,511,0,3,3
5y8XbaMA50ckM6DiOtPpq9,515,4,1,8
1A6OTy97kk0mMdm78rHsm8,512,2,4,51
67B2zQQTGWplLAnOHMigke,511,1,93,52
4aC48Yffpsw01b7sBJxase,553,44,252,85
2bwNhYxgQlkokiEn94eAYT,1303,795,0,1
2rbDhOo9Fh61Bbu23T2qCk,525,18,125,107
4xwPOyN9VgaTPehdsLiYul,644,138,300,206
1EXotCuzdXR34W1MoP6Um7,506,0,0,2
0g5Bqcm6EcbcUXkiCnHxzk,854,348,0,147
3vq8QiiecoeGdKgoB2gvK0,532,27,10,4
2r1T6xGTVaNAqBoPH4lZEE,505,0,0,1
7uU04pPMnKELpv8mIJ3yLa,504,0,60,365
126x7SdXVva2Dqh2is2CEe,504,0,0,289
0E5S49GCejjIo9Bjmo5Q4z,504,0,71,47
5eMmT4Ava5BGThju0AD8vQ,504,0,155,344
5xesHO6GLWTrjsKOjAXRmf,509,5,0,0
5JEx7HbmvHQQswJCsoo9rA,506,2,0,0
1F46LaY3gYpvL2r534FeWs,504,0,0,425
68AFwp0MnkWketMmnfvzR8,504,0,0,6
25a5snI2oABHeflZaeDF1O,504,0,0,4
5ohqhIfOYly0ijyCos7Q6x,504,0,0,198
2LskIZrCeLxRvCiGP8gxlh,505,1,4,51
1RZv4qMqe4Cnd61GLdNBc0,504,0,0,2
2AuQcbltEHog9kOv9Ms3W3,504,0,60,264
7mZEur2Re8vHsEBRdMk4fL,504,0,0,1
2lTY3UNgi1GpGu0MDyAHZl,504,0,0,289
5bE0rKr5yk3g7wkLxRwE67,504,0,0,1
0Y5472rSZNp5w966ZkFG3a,504,0,0,0
1xCpKtc4kC9sgF0FRc43u2,504,0,0,177
2PbQHe7hjLha67hBDlGkrh,504,0,0,0
39oQaTwoy6v6uGKxpXiWbO,504,0,0,0
5sKnnEybrfzmShFEuvCoBN,644,142,96,16
39cmB3ZoTOLwOTq7tMNqKa,1239,737,65,365
2YeJ8N8LBCQBRxI0TIpMo6,539,37,0,0
6aDZ4ooie7E71nojxfYIO5,16143,15641,1,1
2GAFZG9Z7UGS1iMm4Idrnr,15412,14911,0,0
14JzyD6FlBD5z0wV5P07YI,513,12,1,37
6zeeWid2sgw4lap2jV61PZ,512,11,0,2
3eCofNVG97J3lRyNhh0zPP,500,1,78,85
5ixqGGFu0hdHfErdp32QwT,539,40,69,23
4zYA8quFjwijnPm3YPz7l2,517,18,0,0
7tFiyTwD0nx5a1eklYtX2J,16184,15686,20,125
3RVylAtukXgF7xSXFn2OwA,555,58,13,66
7oL4DQW2RqvpXzhd2cAyDa,499,2,3,1
5ftQSVAHs7iqULWKQn0fjK,499,2,3,3
4ni6UUDQDC5rBCHIJvG3Kn,498,1,15,3
3FOOdP48VrHCAviC34L84Q,499,3,75,14
0MWKXvUVtvOKamfqRpnAdp,1167,671,59,68
1fLhGF1JfGQYj6EZLndD86,497,1,2,1
2rPE9A1vEgShuZxxzR2tZH,496,1,29,66
2fuCquhmrzHpu5xcA1ci9x,13829,13334,15,124
5sbooPcNgIE22DwO0VNGUJ,496,1,3,7
5vdp5UmvTsnMEMESIF2Ym7,14504,14009,15,129
4pbJqGIASGPr0ZpGpnWkDn,15477,14983,7,105
5T8EDUDqKcs6OSOwEsfqG7,15099,14605,14,99
6cFZ4PLC19taNlpl9pbGMf,15799,15305,14,14
6zdrUt0j8guhZfcSF6X2Sb,498,6,63,155
1KFN3kB4hc6r7ILpifFsqf,490,0,0,160
2RSHsoi04658QL5xgQVov3,490,0,0,332
5TJbWCNES6iVDUGivsxs0s,491,1,0,0
1xU1K8Pf2ta74HxJDwo5bQ,491,1,0,0
0XEJ7eph2IWFYZc73Jm3n2,494,4,98,345
2bzitsPcImYC6DZWvvLCQi,490,0,0,0
1Ko3CMKQkQJs51ubIM61k9,490,0,4,14
4ROlUJ7OwNCF9lXflywOeC,490,0,0,0
5zhnwbZWsbfJFNcrdO3LYB,490,0,0,84
5Oz3TWYhneHj2fo5ttwPu1,490,0,0,18
2FY7b99s15jUprqC0M5NCT,490,0,0,333
5vbUG4Vo536Lyy6dwdY6Kg,490,0,6,108
3W7dbKv3TYGktiBDwz01Si,491,1,0,4
7xKdKUYIjuccbHWUdQFoqT,491,1,0,0
1r62NEaZiAwJllEGCySaIq,490,0,6,143
4uGY9CqDtGtaTTLg1cgsWD,490,0,0,3
1QnU5TKzF2u2ufYnhklodN,491,1,0,0
2B1fuWoWaYnCXbjYp1gXg5,490,0,0,0
2KteFElts1GB6LuEiK80lu,491,1,0,0
0B9OGfl5twk1UhYnrZv6QH,490,0,6,27
6LXMUR2rpxFBDo6nilS3yX,490,0,0,0
4jvjzW7Hm0yK4LvvE0Paz9,490,0,3,2
0VBtoPrvYEtxq1aLwNq60S,491,1,0,0
11h8Pj8FNBmbh0qPegb3rS,491,1,0,0
0N8jU1f4bzxT5eUjDx9g4Z,491,1,0,0
0gEqZe7K7dVg7rpe77kB4L,653,164,22,93
2rElNEk2ey7WoFc4ZvOheZ,559,71,1,0
0IQCOAw9ZAI6WnXIrl481F,513,26,110,372
2wVDWtLKXunswWecARNILj,487,1,0,0
222B3aljXx6fFwKmFjuBED,483,0,0,90
0bBiQSsQ7AJsNpU63IpkNA,485,2,1,8
6XkEw1h2Hq4fGnSm0JuSIs,483,0,0,0
3QkKCTSHnJlUag0GG9F1cN,485,2,39,121
4I2Asr8QXhpF7lhizSEnwW,578,96,8,7
7b10G3FkGf6BlqiIuAE86l,485,7,8,122
14sOS5L36385FJ3OL8hew4,504,27,7,6
28SWsF1IQxfc9bP5yua35K,477,1,108,109
7wcDSsREsX9wn8P1iEdBgj,476,0,3,17
2CTN6UuO2dNEVZXR0DJVk2,476,0,0,0
7jlGVKeRzOz7fGk6pSiPlb,476,0,6,49
66toMgjEVAujGwyc1PEDvx,476,0,0,161
2BF6mQdYAkLmeRQmX7YyPy,476,0,10,274
3hHMr9tAmcqGqUjX8awAzL,476,0,3,10
3baOycIMQ6LRDU9vK5uvSH,476,0,3,9
6cySaD4BYMOFlXI3cNS1tL,476,0,3,9
1KIMRoLleFJCwABBrlAOPI,476,0,3,169
4f6tOwKVurENOwUvi405Gh,476,0,3,8
5Yzb3sVRYO4kqHhy0iVs1K,476,0,54,101
03NCUnoUnGAU7fjTaY8Lvo,476,0,3,3
7wC5eZcFS1Q1BsQ35DU6H4,479,3,0,0
4HTrlT5mmxPaZZKs4JSPeI,546,72,97,204
2V0VhqNaIDS4jS4ZRXdD2H,476,3,0,2
4FKXfcmdye6qnoR7UPeeCz,476,3,0,1
5teD7XWCJmZAXQQFeZPz5U,921,448,1,13
5lYKob6hewwt3dcy5kWMfF,476,5,148,257
27rdGxbavYJeBphck5MZAF,469,0,0,73
3o67Yt3Ua1qlSNV22zWUAn,469,0,25,140
3g0KPXd30xVTmZEVf9P4FX,469,0,3,79
5bp0iH4hXKrvwxi64oDGon,469,0,61,104
0R4dwzW253KTxchGryT1H6,480,14,197,168
5yH8pYxNckOU1cxfPsMIaz,462,0,45,345
7oEr56KG6odStlQH0nvdyr,462,0,106,356
2xSrXv2kHXdBGCXv31TzeQ,462,0,2,10
6BhEFJ4QKZC36hNZw2j8Xq,462,0,5,7
2oezDpHysEKUuXSAuanT4M,460,0,1,73
2lAyctg5FocS67eksHoyIg,457,0,38,358
7E5cJjrgYLHo13pI0hpmWw,548,93,51,221
0todbbT9g5uQGbeFCiBf2F,455,0,0,21
08qhlblL5nfKeBDTQrzi8E,455,0,0,48
1qSikFO1BLTMyZCi2SbksV,455,0,3,52
155EsNGoXo7XSVF84oTPam,456,1,0,3
7oe0Ix6qnvqZhK0zDzOPie,462,8,113,37
1uvU55DdRfLleIxWF8dWxA,491,38,37,2
1T7aSWZQIorPMzRT8jTMXc,453,0,55,12
3KkXRkHbMCARz0aVfEt68P,455,3,112,150
2S9UiaHpsdB2s3ZNzCObLQ,456,6,0,1
3QtOsthM0N3gRfD3dkqbl4,483,33,73,64
7qQV8fo97AFhrL9HPUeAsk,462,13,158,26
7j5Bbkg5cHDkf0ETPGf2Uh,462,13,5,107
5WxtmHAcrDbghHVGupu18h,448,0,0,88
6sAwJPgaSQ9Q4XGnbx1gZb,448,0,0,20
09Q3su74ehVmR87tA3msB9,504,57,120,189
6MWtB6iiXyIwun0YzU6DFP,445,0,105,99
0lizgQ7Qw35od7CYaoMBZb,1936,1491,0,366
7vQbuQcyTflfCIOu3Uzzya,22747,22302,0,1
4i9uK1cMwP1Pc5zHhtMEde,10299,9855,365,7
39aWBx86ZdvXQ9d0fRAXxH,462,18,127,13
5vAH9kwRajhfewbqBczqwJ,504,60,32,5
3HdvjjrWBBwsEEcWjs3p1m,462,18,117,81
4MF0VMffyxHsy3GZwwUnAs,444,0,1,160
7wlVp1Tpmci5q9368PAgAN,9203,8759,365,0
13Rf6RaZT13TW4xLQR3MQr,445,2,77,366
1umg63iFtVHFgkapPsKjId,441,0,0,20
5NOO7qygc1MqwVqP5sR92a,553,114,1,27
7iNcOVH9n4EEY2rwWAQOsA,455,17,30,48
25sgk305KZfyuqVBQIahim,574,140,62,25
0NvJLuAz5qjO6FRegFcjGN,434,0,30,46
7pSXU2BrcwQt5mbRPKEO4k,469,37,51,0
5Wmg5LPPJnbMsKA9fthM3l,429,0,13,65
1PfUKiMDKIlPEF9FfdJawc,429,0,0,0
1rqqCSm0Qe4I9rUvWncaom,630,201,13,255
4SBQSroThFQ98U29IwnJ2g,428,0,68,99
726w5Vf3ND4HXhF2GHnNAE,469,41,0,0
4eB8rsNNm5791m3uvEBNLR,427,0,0,401
4Lxv5hGnHOUYBVeDgWgcaP,427,0,0,335
6Qs4SXO9dwPj5GKvVOv8Ki,427,0,0,286
5itOtNx0WxtJmi1TQ3RuRd,427,0,5,78
7wFybC8jBH3zE139OpCtpG,NA,NA,5,8
5iwz1NiezX7WWjnCgY5TH4,525,98,199,110
3Exj9ecmWalLPR6wHSxDFf,427,0,0,135
6XuDrq67jkLcbzQN3tHRt8,427,0,0,100
68uZ11MmfONrfjEN6hODBL,427,0,0,16
180WImKPbvdUrboKUov5f4,427,0,0,0
1XKbgEelWqRkilDM0PrTVz,427,0,0,5
21ko2JKn0ynlRYLlAfIkPA,462,35,52,68
7FiIQXpIeLo3ITfGGpb8PB,427,1,37,349
0uwACgfVjhpqvVFcmZFV6p,451,26,41,85
7MPQNyAX02uIEQCRsC4sgc,422,0,1,391
14msK75pk3pA33pzPVNtBF,420,0,3,17
5bQ1HaDRZpOjq2etsPfu3O,420,0,3,102
1aJiwgm17FQbLnnnS3JVB7,420,0,0,67
3MJHSt27qd1umxmtt4IVmu,420,0,0,140
3clqaYetjCRVbV1zrBKhuo,420,0,0,0
1GI6YBBGCwwds5vCcmYsgv,420,0,0,0
4CnVl5dBo7Lu16mWw0Mptv,420,0,0,0
2iq0n6dpVtL9tQzE2beTCm,420,0,0,0
2yXrSuUlTyYp5wJjjB6wlS,420,0,0,0
4Da1U4No5kamKMoJ82RGan,421,2,43,42
1tj949Btt168gzYcC9IjSk,455,36,14,5
1aqRJG36VbTp8E37W4cMGa,504,86,21,51
1bmixG6Y4C1T8CXyE3nFDF,415,0,0,2
31CiU58drf9xYA9VEOFDfW,415,0,0,8
2mJOngYlqgfdLMBSxPcJL3,420,6,31,137
3YelJnhTqmTU1d1x8rLt4I,413,0,6,45
5600nq7TiBraBX2jobyJ3l,414,1,3,17
3lNKwhkrNPLmPdFAA856vy,532,121,0,0
3Vc8vnid3noqupe9PvUKxP,462,52,43,358
4BiiOzZCrXEzHRLYcYFiD5,455,46,6,0
5zUGacOfdy0wxpFfVIxBD1,512,103,7,7
4NzMOnvSJVNKF7nw5NkXIP,408,1,4,45
0EyxB6uQOUC4ex2tbJuu6m,490,83,3,280
7G2XZhDNHo7SSDWSVxC0UT,406,0,0,226
7wMAgaPiKzTNxpDWu2BPfk,406,0,1,333
4mtHXZBOBMrZSI6jp3X9WJ,406,0,23,373
6HtVFR6WAeJRgYtleNcEE8,407,1,28,119
2lm3Ric7MeBk8hLfsiVokr,407,1,277,129
3L2uyIJoJPjYkSETVNSPBQ,408,2,129,221
5MMrkwK6AgNAsgHVdC7daZ,407,1,103,303
1ekX8JX7LF3AyxI0nyOzvB,407,1,83,156
0iAiunuKLLAUmQxgkcJza2,406,3,35,219
3dQlFoNRi1mjKBPVXXEjYt,903,502,0,0
7v7hVKZvuq73DjCuSJiaXD,4813,4412,0,0
6ocbgoVGwYJhOv1GgI9NsF,399,0,3,396
4kV4N9D1iKVxx1KLvtTpjS,399,0,3,91
39LmTF9RgyakzSYX8txrow,399,0,0,13
4T652DlATVHe0jdLKaN3Bw,399,0,0,5
11cDEev79fPKi6uJCjUhu8,400,1,4,30
3M6QJpWhM9NPcBwxTRKLlH,462,63,17,136
0rTV5WefWd1J3OwIheTzxM,400,1,4,6
3e9HZxeyfWwjeyPAMmWSSQ,399,0,0,300
2hloaUoRonYssMuqLCBLTX,399,0,0,20
1TEL6MlSSVLSdhOSddidlJ,399,0,0,13
4SPu0Ql902hTVXkBoNIYtq,765,366,0,13
7EQpvVujgytLVY8vKiDHAg,765,366,0,13
3wFLWP0FcIqHK1wb1CPthQ,399,0,0,11
4lD7gHKF1e8Y9stQuVezZB,765,366,0,5
27356GVuMPFWiJSZCragoM,399,0,0,5
5rRi4RW8F99U24EAS2Cdte,400,1,15,78
1ohvjIqc9xURoXnbAgL6zW,484,86,22,7
1RVY1Q6GRuiVunVxGaoyqp,476,78,22,2
3p2f5xs8H1OkklezV3QHvx,394,-1,0,0
2XWjPtKdi5sucFYtVav07d,393,0,1,13
0AKNWA4m7jhh4SdZxKMC0R,392,0,0,11
0PG9fbaaHFHfre2gUVo7AN,392,0,24,36
1Spmq0UazGU6ovMIlGldZX,392,0,0,0
4Rxb7NsUhNRr7aD5necJ3o,392,0,33,2
5vR2jTM2epEYVCyQXUGASF,408,16,2,0
5pRGXCDY0eT6R1QicAn7Uk,448,59,99,84
6LQLaU0mfQ8cqaZbQCq6LF,532,143,1,16
11kQ5ZZ0tjEq7PeK8BMORW,406,17,9,0
0tVIg8CTMN7QI4x0h0gLoE,462,74,6,16
2fbFvdmjDf95itlxFipgb5,420,32,6,4
3wVmkGXBacA0elENG7d07B,595,209,4,4
1OUPXna2MCgAt3VNmXJBtg,385,0,0,313
3RbXsVQr4jeTxvT35Hssq3,385,0,0,385
7D5F5BzIon5zhzQrOU2pdN,385,0,0,385
6YjyT6MEMsMc41NNWk2dYg,385,0,57,323
4a5GPCo8oX4vvaRkciKlih,385,0,99,232
1HNywa8Bk0TmzRwQrzhtPo,385,0,0,0
3IdXfXbXcbEe3LP9ClIZw8,508,123,15,117
0Ll26jZ8wzvUxaWdQlqIko,385,0,0,0
0EZuXcsnjEmGuRYdFdcctX,385,0,0,380
4UANYptjv2kpV6IY7IjXoJ,385,0,1,379
7Cpd4UGXnTrloIgZpSs46e,385,0,0,313
055TcJ0BdCrW7qE8Yq5KRM,385,0,0,306
5zweis4XXFug8uxTRnqH1W,385,0,0,212
7dbka99KTWke5o9hRp0JoB,385,0,3,11
6nn9utEXmkfR5iBxerXtB5,385,0,4,208
0aUGXSCmdJz9I9kdY9e9kk,385,0,99,207
0FwpTN3wN2ljtdiqUSQOIU,385,0,0,100
2C2Ox4v276QbOcCxeLGDCV,413,29,8,7
5rwdmpN5eMWIIwK4R96vv1,499,115,182,202
3DKpA54hrFIdPN6AtL9HXa,525,143,0,15
5IXk9TVBuxG87sFrwclBJw,525,143,0,2
7dZ1Odmx9jWIweQSatnRqo,1239,857,1,1
73u22uLsakf8W12suab1QO,385,3,17,7
6Id5RM56PFn2hB4I0ox0WA,525,143,0,0
69KvEkL28yjwoOtApmB6CL,385,4,32,92
2caDAj0O4uD8OlJ8bap9nz,380,0,2,90
49p8H214EdeK34rrqCXwi9,385,5,2,3
1WSGTYKLEpKfNQYYW5Oymt,379,0,1,28
0ZHK2kaWTvSCRWkLflRFgF,567,188,2,29
4y3OI86AEP6PQoDE6olYhO,378,0,10,87
2eyW06Y1JXCJypNibu8wNA,498,120,2,2
5SKJqKLR4Eaq04fiHxbABd,385,8,1,2
78RKj8Df8tRGFukJglsvCR,420,43,14,77
2msjqUjA6Eg5TI2M5EwJ8A,5579,5203,0,357
1YCVWzSkLZhzoqzbuEiPcT,403,27,0,0
3QU53FPxXoULbgdjEh7vrD,8472,8096,0,0
3fd5jcZKAzoiivM4ZDwhyU,372,0,0,0
6NgwHmEgfQVIYQBq8QcWMi,371,0,107,18
4txc3txsIt81diMzGhrVPS,375,4,6,14
73XFZ3Tp4oRUjyvnn2Cmpx,371,0,3,8
7uADzGJikvFYjfx7ITSJDO,371,0,11,0
1hlnk9c1fxbbsiv9PvWePi,406,37,0,97
26WpOBpHiIMoBuMEIwtOCH,375,7,57,311
5w9c2J52mkdntKOmRLeM2m,414,46,14,129
4Cm51VOGs75ik79YMpJykG,371,3,1,9
68PofWNJ2VmQSIBJ0857AD,371,3,0,7
5mFn4teAi2HMi7kRHliyFL,370,3,33,182
4LY4f7BbTxZOcwMJeZ6bOk,384,18,8,0
1oQppEGTHYN53xfEaTz4ua,413,48,47,318
6JqpFboOH2bq9pzaYbkKBn,364,0,4,57
11DkUDkBt9kaha1QRnuCMU,364,0,16,277
4Cy5f4JsH1yoeGks7FnoHw,364,0,6,2
5cEZdqWwTQbQ5mfiZJpzps,366,2,3,94
5gInTGvfEUi29l5mqLgd1m,366,2,3,4
78qClcxizF1otoEWRi2OBb,366,2,3,8
1crJyVBXmm9w8ljO6PylZ6,366,2,3,8
4scxVwXhNzYS3Fh68wVPLo,366,2,3,3
2MFr8FHO6V2SBbZTIiQIl3,366,2,3,3
7KJwYWEGkpvZE6HDuiyx2A,366,2,3,3
3NpRkAnxexTh4TklAZNjag,368,4,26,228
7dsEsd0rlVs6PddRJj64ho,364,0,0,0
6Nf3HNHXUw8YHB8PUBw2wt,366,2,3,2
5W6t2N4Mxz3vQqwQSuQ8Sr,366,2,3,1
2x8TNY9KwNvD19gVGs4WOP,372,10,17,287
6i9ToXS6CAfjpp8veBklg1,371,12,202,157
4iANxSIDT3kGekiquMSAgT,371,12,154,167
5icOoE6VgqFKohjWWNp0Ac,371,12,8,0
6sRLrSetyIwIKhW1eMlUNP,357,0,3,354
11KS9tNAAQJW7jTq7W1WcD,357,0,0,43
5q0NlM6Pm8Pp3orq7zGiRn,357,0,147,210
5cN5ZOVcYBl4Lnq50Zeqsx,357,0,142,215
5JZufG8AcnMvCOeFoMFExv,357,0,2,196
4gDvg62vG96w0qJaF6wzcd,357,0,113,244
1LNroGH4W4RsUVjIFUsrUA,7011,6654,12,0
7nJJKm0R90xM1nGlxTHTme,357,0,3,125
3i4ssEZfLO3bgaB6hnj3tp,357,0,3,17
40s35Bws3HIO5DLRlrosyL,357,0,3,91
6TER2h6vsimc7EmnQDY7uR,357,0,3,38
3wB81eGupHVv9W4mF9IsHh,357,0,43,147
3ywQX0K3P9WKKzyhjkWd0S,357,0,3,7
7tU3GVhGsQFZze6C5vIwQ5,357,0,3,37
3fwAaOwyR4e8WF3tuj0sOS,357,0,3,11
59zP5esW1c3mYUgW5aiaZU,357,0,3,7
5kmxwo1fwzwavHqJ3UzbP8,357,0,3,3
6GGPR1U5uN31XtXEku2dxt,357,0,0,3
1xg3EbmhAr1cfNOA55pvKH,364,8,26,269
6PqUdUGS4h5aGY7YyEGXr8,364,9,3,294
4u7EnebtmKWzUH433cf5Qv,16184,15832,1,283
2Fxmhks0bxGSBdJ92vM42m,350,0,104,246
4SSnFejRGlZikf02HLewEF,350,0,3,58
7HZKPjrStKgnQSigwWEvia,350,0,0,7
3XF5xLJHOQQRbWya6hBp7d,350,0,0,4
43zdsphuZLzwA9k4DJhU0I,350,0,3,316
5M8qHiAV6b0jo3phlyhxcR,350,0,72,130
2qG5sZ7Si6sdK74qLxedYM,351,1,3,149
0ituhG5DzBFsBdp6ECz030,350,0,2,81
3Fj47GNK2kUF0uaEDgXLaD,350,0,0,34
6IRdLKIyS4p7XNiP8r6rsx,350,0,0,4
4QIo4oxwzzafcBWkKjDpXY,350,0,0,4
3Tc57t9l2O8FwQZtQOvPXK,350,0,0,0
01wavOnjFBNgdMWBFYIAP4,350,1,164,185
0nkDm27DGppCSk8dnGtvPa,350,3,91,256
3GZyhpfVcfCkQ3pIimAij8,346,0,0,1
6tsOcBnaKgzK22yEiqRh8P,347,1,3,6
3VHrwffnUZFb7FidvPV3OA,344,0,4,0
2H8ETIUEoN9YMf56X66bxd,343,0,0,328
2eSnW4d3A4SyEVhVPmBffa,343,0,0,31
1U62BQhqoJK5j9SI03aBys,343,0,0,20
5qm2otRZaeZaqdLVVohUjq,343,0,0,29
6p6sG45DypURkhhXsVr6MN,343,0,0,13
32lyOiqQrmCUICCcBfkBeG,343,0,0,13
2YHR2QhK6nWta7rbY1on6i,343,0,0,13
7KicgcwT4Pz6wENOTJCNTp,343,0,0,17
2GsvXMAz16fKroAmaCxLfL,343,0,0,7
3m9zvjbilaBUMKNFcROBfF,343,0,0,11
1I7WPxkyLpvlYwL2uXEdYD,448,106,4,1
6nc3d5wRTTzkZo29kZRr5r,354,14,63,66
09oZ9eXQ2fo6YDrPzJqAoP,343,3,0,3
4pUCKHjJ4Ijewc37rRrvHn,344,5,0,107
46bW6erFBPbpGUTzxu5269,407,70,14,100
5KawlOMHjWeUjQtnuRs22c,336,0,0,73
6KUE0HSSudAp9AOycaF6SH,336,0,0,3
7lthOBXNue2IvedLRfkod8,336,0,0,3
0eeeyCAGnGZInPtpkdYiPa,336,0,0,2
6nDKrPlXdpomGBgAlO7UdP,338,2,33,15
6XGhqvxCMCcBy5XiqG7SWV,336,0,51,213
5hnbE5BF2e8BCk9OMR1UVC,336,0,0,3
6JdS5rJvJaRA7B1tcm7kxZ,336,0,0,2
2isSdmQfVv32j2haL6hk9x,336,0,0,1
6QMPzYhqjhoK5v4Vx1PWzQ,364,29,18,1
6u7jPi22kF8CTQ3rb9DHE7,343,10,77,24
53CJANUxooaqGOtdsBTh7O,365,32,49,52
3tTV4DYlhkiXRNiiXwIAPf,331,0,0,8
6oHexA34fw1WfswjIEA1hd,331,0,0,1
10OaEuICuFoKLq48NoMblA,331,0,0,1
70obdDWckgwWvBYhVxUeXd,332,1,0,1
1808HJ1bN6AFdP2nn5g4Up,332,1,0,0
5rNNZ6fVYxkhwqUfImVhU1,330,1,115,214
50Kq6Aw5YuGGewvnMIv5nL,379,51,5,4
42m5tS6xy70XiWSi7yTIdZ,330,2,9,22
6d9GEfxIyQiEtuG1EVBF5m,361,33,71,66
1mCSBNFx3kwPYTflRUelNj,2456,2130,7,0
0WhDotK0QXigmsrlw0DxKK,364,38,47,278
101eKkzYRYLluO6l8rptDN,364,38,35,0
3UNOO9eI1IrSy8uur81jxP,584,258,0,0
6g0Orsxv6glTJCt4cHsRsQ,1420,1095,0,6
0lnIJmgcUpEpe4AZACjayW,1420,1095,0,3
0rzNMzZsubFcXSEh7dnem7,1420,1095,0,2
0pxNyJJiL2zZZ5GgJ4JhsQ,1420,1095,0,2
78eouBKVRyhbSzJwChr6QM,1420,1095,0,1
00v5O7qsglyTtp2q1M9DZr,1420,1095,0,0
0lCf7sZrGyEAKrfA1AXG11,1420,1095,0,0
6pXcDMr10gh902gPlKuSLv,1420,1095,0,0
6eR1N0EBHiDkGDzegX99d3,1420,1095,0,1
0VgGHwbFBA5B9et2mSDdYQ,1420,1095,0,0
1gZqRnn8P56wZZGwilEHiZ,1420,1095,0,0
2FNPJWVdGxYhWaotd6rULS,1420,1095,0,0
2bOWJIYSbhwg2NMQq1QMYH,1420,1095,0,0
71OvX5NNLrmz7rpq1ANTQn,1420,1096,0,0
5e0CF6LhfPARWyiu4eFohr,363,39,75,240
7aBxcRw77817BrkdPChAGY,1420,1096,0,0
7rLDARtJALM7QdiJDMXW7m,1420,1096,0,0
7oAuqs6akGnPU3Tb00ZmyM,1420,1096,0,0
2RQAG0wQt35UzAPEyVJFWN,1420,1096,0,0
4Sib57MmYGJzSvkW84jTwh,322,0,0,23
33g4LmRrWddOvMLnynSktj,330,8,149,54
64ePZsgVWO1zRVpHxY2VYC,322,0,243,57
6l1PdE7lQbodewVQh16GCM,323,1,109,213
704li4NOyKCQY6qNdoEW5n,463,142,57,165
4ZLzoOkj0MPWrTLvooIuaa,522,203,28,16
4UUtExOTBaL40eKOaA1Mz6,553,234,16,4
7CBImG41isOs2r7lQU7CCy,318,0,23,66
2g4W0KW5nOfD4PEllPBw8h,567,249,13,9
6LsAAHotRLMOHfCsSfYCsz,315,0,0,83
37Xnka0c1qea5wagV91UIl,315,0,9,154
3bdjxhq0PqcxNwswCOX6w1,322,7,15,81
2SgVsDXzET5EU8VngMh9dv,399,84,56,240
7jitFEr94DKj5laJuQzaK8,315,0,0,0
4Y9DWmJ0Pbz5QWODRG1YKr,315,0,12,9
5t0VcwyjDPOWIdylULdfxk,315,0,0,3
5YNmbFvv0eW5ZoXmFYzSaF,315,0,0,0
2mo6GXEG5IwAA8CfBViGAf,315,1,16,16
3qnqXNxFnOzldAzYJCsZCM,357,43,0,1
67TkwLw4MU99lmHtUYo340,313,0,1,4
0BzRlHCiks2DGlfsEKy54f,313,0,0,39
64Z7zO9eYMqznZAw1vXj2i,313,0,0,22
2t80PJ9OW8JyZUCM9vFTh3,313,0,1,11
09YadcHsZw8nEmJhB7SDrw,313,0,1,10
0kNjI0Q3NM6Jm1oI83Ucyu,313,0,1,7
2jqPr0ukhRippoNrW9Nrj3,313,0,1,7
5auhUONUZksYHPWFUbmwCH,313,0,1,4
0o8RTLoR6ctZ3eGnH5rlxZ,313,0,1,4
3bQpAJ0p8V9F0huK9LFfHJ,313,0,1,4
5SHOJf0eSqns6KJ8cjkJLj,313,0,1,4
06oNiLeQ7AKuALj1Vt71Nj,313,0,1,3
29vHxYD48qrZAwgmzP6MXb,313,0,1,3
7sjoxUWNUlpPuMcr31nv1y,315,5,15,7
3HVWdVOQ0ZA45FuZGSfvns,308,0,0,62
4ABwmZSNZPHqH2cXPhKgfH,308,0,30,154
49pu85144Xir6PgWjeyJhG,361,53,93,215
2Xr33epIjw1fbwOhrng4Pd,361,53,26,148
6VgqKm7c4chTnDmyInAxPS,308,0,0,4
1G60NjxeOS7veR1EXuKPaW,357,50,182,125
4jGzR5Vri06Y5T9SxM7m5P,315,8,85,222
2jxfsaODfcVQhKMZPuYK2j,525,220,20,238
7njKgVl3AnLflRad38o7AG,344,40,0,2
3tA0vALUwrzkTgHcm9j6oJ,609,306,36,267
1NG3zBjoV0TtKcr5znJ6n3,408,105,24,50
3tU3UAasaDA9OixXGC3O33,420,117,67,236
